T34,T58,T172,T160,T161,T12,T147,T113,T162,T173,T48,T281,T102,T124,T22,T318,T780,T258,T123,T11,T183,T305,T270,T23,T199,T317,T233,T9,T781,T344,T282,T293,T159,T60,T206,T100,T348,T343,T148,T197,T35,T170,T269,T111,T112,T241,T21,T193,T345,T213,T45,T59
MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,41.0,12.0,33.0,54.0,25.0,22.0,39.0,27.0,16.0,52.0,18.0,107.0,28.0,17.0,25.0,49.0,15.0,32.0,19.0,6.0,30.0,41.0,52.0,18.0,20.0,55.0,12.0,24.0,0,56.0,48.0,58.0,59.0,6.0,0,27.0,3.0,48.0,29.0,3.0,10.0,20.0,94.0,29.0,13.0,10.0,26.0,6.0,38.0,16.0,22.0,95.0
MEG_3720|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,7.0,0,2.0,0,0,2.0,6.0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_2360|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0
MEG_8201|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,0,2.0,0,0,0,0,2.0,0,2.0,0,0,0,4.0,0,4.0,0,0,4.0,0,2.0,0,2.0,2.0,0,0,0,2.0,2.0,0,2.0,0,0,2.0,0,4.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0
MEG_2346|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,2.0,0,0,0,2.0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,2.0,0,0,0,2.0,2.0,2.0,0,2.0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,2.0,0
MEG_5181|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,0,0,12.0,0,2.0,0,0,0,0,4.0,12.0,6.0,4.0,4.0,4.0,5.0,4.0,2.0,0,4.0,6.0,0,0,0,2.0,0,0,0,2.0,6.0,0,6.0,0,0,0,0,2.0,4.0,0,2.0,6.0,12.0,6.0,0,2.0,0,0,2.0,0,0,2.0
MEG_145|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.0,0,0,4.0,3.0,0,0,0,0,6.0,0,4.0,2.0,0,0,2.0,2.0,4.0,0,0,0,0,3.0,0,2.0,4.0,0,0,0,14.0,4.0,5.0,5.0,0,0,4.0,0,6.0,0,0,0,3.0,4.0,2.0,0,0,0,0,2.0,0,2.0,0
MEG_980|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,6.0,0,0,0,0,0,0,0,0,4.0,0,13.0,0,0,0,7.0,344.0,0,2.0,0,0,54.0,84.0,0,5.0,27.0,0,0,0,6.0,2.0,52.0,0,2.0,0,0,0,9.0,0,0,0,0,10.0,0,0,0,0,3.0,2.0,2.0,0,0
MEG_7448|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0
MEG_6753|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_8059|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,0,3.0,7.0,2.0,4.0,8.0,4.0,4.0,6.0,2.0,7.0,6.0,2.0,2.0,10.0,0,0,0,0,12.0,6.0,2.0,4.0,2.0,2.0,4.0,6.0,0,8.0,6.0,9.0,8.0,2.0,0,4.0,0,6.0,0,0,4.0,6.0,15.0,6.0,2.0,2.0,0,4.0,2.0,6.0,6.0,4.0
MEG_5981|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_977|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,0,2.0,0,2.0,6.0,0,4.0,2.0,2.0,4.0,2.0,15.0,6.0,0,2.0,10.0,0,4.0,0,2.0,2.0,2.0,10.0,0,2.0,2.0,0,2.0,0,10.0,8.0,7.0,10.0,0,0,2.0,0,20.0,4.0,0,0,0,18.0,2.0,0,0,4.0,2.0,8.0,0,6.0,4.0
MEG_7608|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,0,0,6.0,2.0,0,0,0,0,2.0,2.0,0,20.0,0,0,0,4.0,0,2.0,0,0,2.0,6.0,10.0,0,2.0,8.0,2.0,0,0,20.0,2.0,14.0,6.0,0,0,0,0,12.0,0,0,0,2.0,18.0,0,0,0,0,0,4.0,0,2.0,2.0
MEG_298|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,2.0,0,0,2.0,0,6.0,0,0,2.0,2.0,0,2.0,0,0,2.0,6.0,0,0,0,4.0,0,0,0,2.0,2.0,2.0,4.0,0,0,0,0,2.0,0,0,0,2.0,6.0,0,0,0,2.0,0,2.0,0,2.0,0
MEG_3617|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,4.0,2.0,2.0,2.0,0,2.0,2.0,0,0,2.0,2.0,8.0,0,4.0,0,2.0,0,6.0,2.0,2.0,2.0,4.0,12.0,2.0,2.0,7.0,2.0,0,0,2.0,7.0,47.0,2.0,2.0,0,2.0,0,7.0,0,2.0,2.0,2.0,19.0,4.0,2.0,2.0,2.0,0,5.0,0,2.0,2.0
MEG_42|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,16.0,8.0,10.0,25.0,15.0,18.0,25.0,8.0,10.0,14.0,6.0,15.0,10.0,10.0,14.0,12.0,0,12.0,12.0,2.0,16.0,12.0,14.0,14.0,9.0,10.0,6.0,14.0,0,15.0,7.0,18.0,19.0,6.0,8.0,14.0,0,12.0,12.0,4.0,6.0,18.0,22.0,18.0,10.0,10.0,10.0,6.0,4.0,10.0,12.0,8.0
MEG_6148|Drugs|betalactams|Class_A_betalactamases|RSA,6.0,2.0,4.0,10.0,3.0,4.0,8.0,12.0,2.0,10.0,4.0,34.0,6.0,0,8.0,20.0,0,10.0,4.0,4.0,10.0,21.0,29.0,8.0,2.0,22.0,2.0,2.0,0,21.0,10.0,16.0,22.0,2.0,2.0,8.0,2.0,16.0,8.0,0,4.0,4.0,38.0,10.0,7.0,0,2.0,6.0,16.0,2.0,12.0,8.0
MEG_2042|Metals|Copper_resistance|Copper_resistance_protein|COPB,18.0,6.0,11.0,25.0,12.0,12.0,21.0,15.0,6.0,20.0,10.0,27.0,4.0,4.0,14.0,20.0,4.0,15.0,8.0,6.0,13.0,22.0,23.0,2.0,8.0,23.0,4.0,10.0,0,18.0,20.0,20.0,28.0,4.0,2.0,14.0,0,12.0,13.0,2.0,8.0,10.0,52.0,14.0,8.0,6.0,14.0,2.0,14.0,6.0,10.0,10.0
MEG_1402|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,2.0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_3354|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4594|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,2.0,2.0,0,0,0,2.0,0,2.0,0,8.0,0,0,0,2.0,0,4.0,0,0,2.0,2.0,3.0,0,2.0,2.0,0,0,0,0,0,0,6.0,0,0,0,0,4.0,0,0,0,0,8.0,0,0,0,4.0,0,0,0,0,0
MEG_1320|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0
MEG_1612|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_7333|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN|RequiresSNPConfirmation,11.0,4.0,2.0,16.0,2.0,6.0,4.0,6.0,4.0,22.0,6.0,26.0,3.0,2.0,4.0,11.0,3.0,4.0,6.0,0,10.0,10.0,25.0,10.0,0,15.0,2.0,2.0,0,12.0,6.0,16.0,19.0,4.0,2.0,8.0,0,12.0,4.0,2.0,4.0,9.0,25.0,8.0,8.0,8.0,2.0,4.0,13.0,5.0,5.0,4.0
MEG_6811|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1312|Drugs|betalactams|Class_A_betalactamases|BLASGM,49.0,16.0,50.0,97.0,69.0,60.0,108.0,56.0,32.0,69.0,25.0,108.0,51.0,20.0,34.0,67.0,2.0,71.0,39.0,4.0,79.0,52.0,65.0,35.0,38.0,43.0,32.0,43.0,0,79.0,67.0,64.0,111.0,22.0,20.0,60.0,6.0,46.0,54.0,8.0,24.0,56.0,140.0,65.0,27.0,19.0,46.0,17.0,49.0,32.0,38.0,59.0
MEG_1035|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,84.0,4.0,25.0,69.0,25.0,26.0,50.0,31.0,20.0,61.0,22.0,107.0,38.0,28.0,28.0,65.0,2.0,39.0,27.0,0,28.0,87.0,115.0,17.0,25.0,76.0,13.0,30.0,0,86.0,74.0,100.0,71.0,8.0,12.0,27.0,4.0,70.0,33.0,6.0,22.0,40.0,124.0,40.0,18.0,15.0,26.0,8.0,60.0,18.0,38.0,26.0
MEG_6065|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB,8.0,0,2.0,14.0,2.0,2.0,10.0,4.0,0,6.0,4.0,18.0,10.0,0,0,10.0,0,13.0,0,0,0,6.0,12.0,2.0,2.0,12.0,0,0,0,14.0,8.0,20.0,13.0,2.0,0,2.0,0,10.0,0,0,0,0,27.0,10.0,0,4.0,4.0,0,6.0,0,0,0
MEG_92|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,0,2.0,8.0,2.0,2.0,0,4.0,0,0,0,4.0,2.0,0,0,2.0,0,2.0,0,0,2.0,6.0,10.0,0,0,0,0,0,0,0,7.0,4.0,2.0,0,0,0,0,2.0,0,0,0,2.0,9.0,0,0,0,0,0,6.0,0,0,0
MEG_3260|Drugs|betalactams|Class_A_betalactamases|HERA,4.0,0,2.0,6.0,0,0,9.0,2.0,0,2.0,0,20.0,0,0,0,14.0,0,18.0,0,0,6.0,4.0,14.0,2.0,0,8.0,0,4.0,0,8.0,4.0,8.0,6.0,15.0,0,2.0,0,4.0,0,0,0,2.0,58.0,2.0,2.0,2.0,4.0,2.0,6.0,2.0,8.0,0
MEG_2519|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,2.0,0,0,2.0,2.0,2.0,4.0,2.0,2.0,0,2.0,0,0,2.0,0,0,0,2.0,2.0,0,2.0,0,2.0,2.0,0,0,0,2.0,0,0,2.0,0,2.0,2.0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,2.0,3.0
MEG_8643|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,2.0,0,0,4.0,0,2.0,0,0,0,3.0,0,4.0,2.0,0,0,6.0,0,2.0,0,0,0,2.0,2.0,0,0,2.0,0,0,0,8.0,4.0,4.0,6.0,0,0,2.0,0,8.0,0,0,0,0,0,2.0,0,0,0,0,0,0,4.0,0
MEG_1298|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,6.0,0,0,42.0,12.0,6.0,4.0,8.0,0,11.0,0,28.0,11.0,0,2.0,8.0,0,4.0,0,0,2.0,10.0,16.0,2.0,4.0,14.0,2.0,0,0,34.0,12.0,24.0,10.0,0,0,10.0,0,40.0,0,0,0,8.0,23.0,8.0,0,6.0,2.0,2.0,14.0,2.0,4.0,4.0
MEG_2746|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,6.0,2.0,5.0,2.0,0,0,0,0,2.0,2.0,0,2.0,2.0,0,0,0,0,4.0,0,4.0,0,0,0,0,0,0,2.0,0,2.0,6.0,0,0,2.0,0,0,2.0,0,2.0,0,4.0,0,0,0,2.0,0,0,0,0,0
MEG_8146|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,21.0,4.0,24.0,46.0,18.0,17.0,42.0,28.0,8.0,37.0,6.0,99.0,31.0,8.0,13.0,35.0,188.0,29.0,14.0,0,51.0,44.0,68.0,12.0,25.0,49.0,13.0,16.0,2.0,41.0,39.0,73.0,65.0,4.0,2.0,16.0,0,38.0,25.0,2.0,7.0,14.0,116.0,28.0,12.0,17.0,18.0,4.0,29.0,2.0,8.0,13.0
MEG_3567|Drugs|betalactams|Class_A_betalactamases|LEN,2.0,0,0,4.0,0,0,8.0,0,6.0,0,0,2.0,2.0,0,0,0,0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,0,0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,4.0,0,2.0,0,0,0,0,0
MEG_7879|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,71.0,34.0,42.0,85.0,66.0,56.0,69.0,44.0,34.0,71.0,34.0,87.0,46.0,20.0,40.0,53.0,0,45.0,35.0,10.0,54.0,49.0,67.0,29.0,41.0,48.0,32.0,49.0,0,38.0,52.0,67.0,75.0,24.0,29.0,37.0,2.0,54.0,52.0,4.0,24.0,49.0,90.0,64.0,19.0,20.0,41.0,19.0,46.0,35.0,45.0,44.0
MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,10.0,3.0,90.0,249.0,37.0,19.0,141.0,171.0,0,445.0,2.0,785.0,115.0,14.0,30.0,221.0,0,217.0,4.0,4.0,201.0,276.0,518.0,21.0,98.0,307.0,59.0,16.0,0,205.0,236.0,432.0,563.0,13.0,1.0,16.0,0,208.0,13.0,0,43.0,42.0,918.0,213.0,32.0,29.0,87.0,7.0,231.0,17.0,108.0,233.0
MEG_8068|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,6.0,0,4.0,8.0,4.0,0,2.0,6.0,0,2.0,2.0,8.0,2.0,4.0,0,4.0,0,2.0,2.0,0,4.0,4.0,2.0,0,5.0,4.0,2.0,6.0,0,2.0,2.0,8.0,2.0,2.0,0,4.0,0,0,2.0,0,0,8.0,10.0,2.0,0,0,2.0,0,2.0,6.0,7.0,4.0
MEG_5585|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,2.0,0,0,0,0,0,0,0,0,7.0,0,0,0,2.0,0,0,0,0,4.0,2.0,3.0,2.0,0,2.0,2.0,2.0,0,0,2.0,4.0,0,0,0,0,0,0,0,0,2.0,0,10.0,0,0,0,0,0,2.0,0,0,0
MEG_5707|Drugs|betalactams|Class_C_betalactamases|PDC,4.0,0,2.0,0,0,0,0,0,0,2.0,0,8.0,2.0,0,0,4.0,0,0,0,0,4.0,8.0,4.0,0,0,4.0,0,0,0,2.0,4.0,4.0,4.0,0,2.0,0,0,4.0,0,0,2.0,2.0,12.0,4.0,2.0,0,2.0,0,4.0,0,4.0,0
MEG_635|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,2.0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,4.0,0,2.0,0,0,0,0,0,0,0
MEG_2818|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,2.0,0,2.0,0,0,0,8.0,1.0,0,0,2.0,0,0,0,0,2.0,2.0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0
MEG_861|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,2.0,2.0,0,2.0,2.0,2.0,0,0,2.0,0,2.0,0,4.0,0,0,0,2.0,0,0,2.0,0,0,0,2.0,0,0,0,0,8.0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,2.0,0,2.0
MEG_3228|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,6.0,2.0,0,6.0,6.0,0,15.0,2.0,15.0,7.0,0,0,6.0,0,4.0,0,0,0,4.0,16.0,0,2.0,7.0,2.0,0,0,8.0,0,5.0,12.0,2.0,0,2.0,0,8.0,2.0,0,0,6.0,17.0,4.0,0,2.0,2.0,2.0,4.0,0,4.0,2.0
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,0,0,0,4.0,0,0,0,52.0,0,43.0,0,6.0,0,0,0,5.0,67.0,4.0,13.0,0,8.0,9.0,14.0,3.0,4.0,4.0,2.0,0,0,7.0,2.0,3.0,126.0,0,0,2.0,0,16.0,4.0,0,3.0,4.0,35.0,2.0,18.0,0,1.0,0,2.0,0,2.0,29.0
MEG_3472|Drugs|betalactams|Class_A_betalactamases|KPC,2.0,0,0,2.0,0,2.0,4.0,0,0,0,0,7.0,0,2.0,0,0,0,0,0,0,0,2.0,5.0,0,0,4.0,0,0,0,0,2.0,8.0,6.0,0,0,6.0,0,0,0,0,0,2.0,8.0,2.0,0,0,2.0,0,4.0,0,0,0
MEG_2401|Drugs|betalactams|Class_A_betalactamases|CTX,0,2.0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,4.0,0,2.0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0
MEG_7547|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0
MEG_5376|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,4.0,0,2.0,9.0,0,4.0,2.0,7.0,0,11.0,2.0,12.0,5.0,2.0,0,16.0,0,7.0,2.0,0,8.0,12.0,6.0,2.0,2.0,6.0,0,2.0,0,9.0,12.0,16.0,9.0,2.0,0,2.0,0,13.0,0,0,0,2.0,22.0,4.0,4.0,0,4.0,0,10.0,0,7.0,2.0
MEG_3951|Drugs|betalactams|Class_C_betalactamases|MIR,2.0,0,0,0,0,0,2.0,0,2.0,4.0,2.0,4.0,2.0,0,0,0,0,2.0,0,0,2.0,4.0,2.0,2.0,2.0,2.0,0,0,0,0,0,2.0,2.0,2.0,0,2.0,0,0,0,0,0,0,4.0,0,2.0,2.0,0,2.0,0,0,0,2.0
MEG_1712|Drugs|MLS|23S_rRNA_methyltransferases|CHRBM,29.0,6.0,19.0,46.0,23.0,28.0,34.0,31.0,16.0,33.0,19.0,68.0,25.0,12.0,31.0,33.0,0,21.0,16.0,4.0,26.0,39.0,52.0,16.0,14.0,31.0,17.0,18.0,0,36.0,29.0,52.0,56.0,8.0,8.0,35.0,4.0,37.0,22.0,6.0,8.0,28.0,63.0,37.0,14.0,10.0,27.0,8.0,30.0,12.0,22.0,26.0
MEG_3386|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_695|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0,0,2.0,4.0,0,0,0,4.0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,10.0,0,0,0,0,2.0,0,0,0,2.0,14.0,4.0,0,2.0,0,0,0,0,3.0,4.0
MEG_114|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,2.0,0,0,2.0,0,4.0,0,0,0,2.0,0,0,0,0,0,2.0,4.0,0,0,0,0,0,0,0,0,4.0,4.0,0,0,0,0,4.0,0,0,0,0,3.0,0,2.0,0,0,0,0,0,0,0
MEG_5090|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0
MEG_7652|Drugs|betalactams|Class_A_betalactamases|VEB,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0
MEG_513|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0
MEG_4360|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,14.0,0,9.0,45.0,12.0,13.0,33.0,10.0,4.0,21.0,8.0,54.0,9.0,2.0,7.0,12.0,0,17.0,4.0,0,8.0,18.0,30.0,4.0,4.0,22.0,8.0,16.0,0,8.0,16.0,39.0,34.0,2.0,0,17.0,4.0,20.0,14.0,2.0,4.0,12.0,75.0,11.0,2.0,2.0,14.0,4.0,6.0,8.0,11.0,15.0
MEG_3018|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSD,6.0,0,2.0,11.0,2.0,2.0,0,3.0,0,10.0,0,16.0,4.0,0,0,0,0,6.0,0,0,2.0,18.0,4.0,0,4.0,3.0,0,0,0,8.0,2.0,21.0,5.0,0,2.0,0,0,6.0,0,0,2.0,6.0,14.0,0,2.0,2.0,0,0,2.0,0,2.0,2.0
MEG_2817|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,0,0,0,0,0,2.0,0,4.0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,4.0,0,0,0,0,0,0,0,6.0,2.0,2.0,0,0,0,0,2.0,0,0,0,0,6.0,0,0,0,0,0,2.0,0,2.0,2.0
MEG_1718|Drugs|betalactams|Class_A_betalactamases|CIA,2.0,0,0,4.0,0,0,2.0,0,0,4.0,0,6.0,0,2.0,0,0,0,0,0,0,0,3.0,3.0,0,0,2.0,0,2.0,0,8.0,2.0,6.0,2.0,0,0,0,0,3.0,0,0,0,2.0,4.0,2.0,0,0,0,0,0,0,2.0,2.0
MEG_127|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.0,0,2.0,4.0,0,2.0,2.0,2.0,2.0,2.0,0,7.0,2.0,0,2.0,2.0,0,2.0,2.0,0,2.0,4.0,2.0,0,2.0,2.0,0,0,0,4.0,2.0,4.0,5.0,0,0,2.0,0,4.0,0,0,2.0,0,4.0,2.0,0,0,0,4.0,2.0,2.0,2.0,2.0
MEG_1802|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,2.0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,4.0,0,0,0,0,2.0,0,0,0,4.0,0,0,0,2.0,0,0,2.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0
MEG_7271|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIA,112.0,18.0,67.0,153.0,68.0,77.0,133.0,78.0,62.0,129.0,49.0,220.0,81.0,48.0,62.0,130.0,119.0,103.0,42.0,6.0,94.0,161.0,171.0,52.0,59.0,128.0,49.0,64.0,0,107.0,147.0,184.0,157.0,33.0,28.0,62.0,4.0,97.0,73.0,16.0,45.0,77.0,228.0,78.0,66.0,27.0,94.0,34.0,102.0,53.0,62.0,53.0
MEG_7638|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VCEB,0,0,0,8.0,0,4.0,0,2.0,0,12.0,2.0,30.0,2.0,0,0,6.0,0,4.0,2.0,2.0,0,8.0,10.0,0,0,10.0,2.0,0,0,10.0,4.0,10.0,6.0,0,2.0,0,0,17.0,2.0,0,2.0,2.0,18.0,6.0,0,2.0,0,0,2.0,0,2.0,2.0
MEG_1544|Drugs|betalactams|Class_A_betalactamases|CARB,106.0,2.0,7.0,15.0,5.0,10.0,11.0,15.0,9.0,16.0,8.0,215.0,22.0,8.0,9.0,68.0,0,59.0,4.0,0,8.0,205.0,255.0,16.0,9.0,173.0,2.0,4.0,0,103.0,97.0,273.0,13.0,10.0,4.0,16.0,2.0,70.0,8.0,2.0,9.0,10.0,222.0,12.0,5.0,4.0,6.0,10.0,68.0,13.0,12.0,10.0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,85.0,2.0,17.0,171.0,47.0,30.0,6.0,19.0,0,75.0,6.0,258.0,55.0,2.0,12.0,81.0,119.0,70.0,4.0,6.0,27.0,250.0,327.0,24.0,12.0,168.0,4.0,4.0,0,125.0,77.0,302.0,69.0,7.0,2.0,33.0,0,123.0,2.0,0,0,57.0,203.0,33.0,4.0,24.0,15.0,5.0,80.0,12.0,38.0,17.0
MEG_1785|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX,13.0,6.0,54.0,22.0,32.0,40.0,10.0,338.0,2.0,331.0,10.0,26.0,56.0,6.0,313.0,8.0,0,4.0,87.0,0,107.0,29.0,47.0,415.0,70.0,12.0,7.0,0,0,20.0,19.0,50.0,523.0,4.0,0,12.0,0,8.0,50.0,0,73.0,8.0,26.0,1048.0,2.0,2.0,7.0,57.0,9.0,609.0,427.0,753.0
MEG_474|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,2.0,2.0,0,0,0,8.0,2.0,0,0,2.0,0,0,0,0,0,2.0,6.0,0,0,0,0,2.0,0,2.0,2.0,4.0,4.0,0,0,0,0,0,2.0,0,0,0,8.0,0,0,0,0,0,0,0,0,0
